test,held_out_chain,factor,horizon,train_rows,test_rows,n_timestamps,coverage,n_periods,mean_ic,median_ic,ic_std,icir,positive_rate,t_stat,naive_p_value,HAC_t_stat,HAC_p_value,HAC_lag,raw_p_value,status,split,train_start,train_end,test_start,test_end,embargo_hours,n_observations
time_oos,,volume_surprise,24,,,56,0.5978520286396182,56,0.038348979121479096,0.021448475561541943,0.14140297646744665,2.0295009990564865,0.5714285714285714,2.0295009990564865,0.04725707341307651,2.00230733186634,0.045251687950434924,24,0.045251687950434924,computed,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,4008.0
time_oos,,liquidity_mcap,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,liquidity_mcap,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,turnover,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,turnover,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,volume_liquidity,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,volume_liquidity,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,amihud_illiquidity,24,,,27,0.26153846153846155,27,-0.05420937087603756,0.028571428571428574,0.4348749844475898,-0.6477267350034763,0.5185185185185185,-0.6477267350034764,0.522840712593061,-0.6450535961717344,0.5188924538813913,24,0.5188924538813913,computed,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,204.0
time_oos,,amihud_illiquidity,24,,,56,0.5626491646778043,56,0.01440181076639085,0.016719948221974076,0.06651616888003486,1.6202569253251482,0.6607142857142857,1.6202569253251482,0.11089725285137382,1.3358735819478462,0.1815905971366133,24,0.1815905971366133,computed,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,3772.0
time_oos,,liquidity_growth,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,liquidity_growth,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,liquidity_shock,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,liquidity_shock,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,buy_sell_imbalance,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,buy_sell_imbalance,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,smart_money_flow_intensity,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,smart_money_flow_intensity,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,smart_money_crowding,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,smart_money_crowding,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,signal_count,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,signal_count,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,signal_breadth,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,signal_breadth,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,holder_growth,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,holder_growth,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,holder_acceleration,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,holder_acceleration,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,holder_concentration,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,holder_concentration,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,holder_liquidity_interaction,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,holder_liquidity_interaction,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,rank_change,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,rank_change,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,rank_momentum,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,rank_momentum,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,attention_shock,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,attention_shock,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,token_age_days,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,token_age_days,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,audit_score,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,audit_score,24,,,0,0.0,0,,,,,,,,,,,,insufficient evidence,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,0.0
time_oos,,chain_volume_breadth,24,,,53,0.5538461538461539,53,-0.08879245659132268,-0.11180339887498948,0.3739426854066451,-1.7286575364378347,0.3584905660377358,-1.7286575364378347,0.08980439660890546,-2.420709601125784,0.015490246302894964,24,0.015490246302894964,computed,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,432.0
time_oos,,chain_volume_breadth,24,,,56,0.5987470167064439,56,0.1296779305176475,0.14550994937547745,0.16159310049728579,6.005335439814321,0.7678571428571429,6.00533543981432,1.5772500854187495e-07,2.0316605859689436,0.04218802863083938,24,0.04218802863083938,computed,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,4014.0
time_oos,,market_vol_regime,24,,,55,0.5679487179487179,55,-0.1340233633994607,-0.10687334289668038,0.34470821906577687,-2.883435351707959,0.3090909090909091,-2.883435351707959,0.005637499238370864,-3.9431643643433554,8.04135029557043e-05,24,8.04135029557043e-05,computed,train,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,443.0
time_oos,,market_vol_regime,24,,,56,0.5987470167064439,56,-0.05503110391656512,-0.04365207751875293,0.09561397705903416,-4.307059340175934,0.2857142857142857,-4.307059340175934,6.877688291340721e-05,-2.5198939215461142,0.011739020580454704,24,0.011739020580454704,computed,test_oos,2026-08-24T16:00:00+00:00,2026-09-11T23:00:00+00:00,2026-09-13T00:00:00+00:00,2026-09-16T07:36:00+00:00,24.0,4014.0
