research_id,horizon,n_observations,n_clusters,effect_size,ci_low,ci_high,raw_p_value,inference,n_trades,independent_episodes,mean,median,trimmed_mean_1pct,signed_log_mean,q01,q25,q75,q99,distribution_skew,hit_rate,asset_time_block,block_n_clusters,block_ci_low,block_ci_high,block_p_value,immediate_impact_mean,impact_mean,impact_retention,status
R1_SIGNED_TRADE_RESPONSE,1m,3407,603,-0.0006455425070319827,-0.0012014467021370268,-0.00013960971454586297,0.012587320061821117,horizon-specific cluster bootstrap and cluster-level t test; cooldown=1m,3407,603,-0.0006455425070319827,0.00014360958769243926,0.0001622625539556241,9.535694001636598e-06,-0.021536888448670223,-0.00031939862861735113,0.0012085160290574715,0.023553295203859195,0.28694755691665635,0.6175520986204872,asset×hour,379,-0.0013767548679451552,-0.0001465641548036498,0.02892718123795161,-0.0008797102155875182,0.0014406018314383074,-1.6375867938241406,EXPLORATORY
R1_SIGNED_TRADE_RESPONSE,5m,2463,309,-0.002128949823781233,-0.0037333881072019316,-0.0008551963766805537,0.008872415900719776,horizon-specific cluster bootstrap and cluster-level t test; cooldown=5m,2463,309,-0.002128949823781233,0.00015479706733034782,0.0006764397560391842,0.0005923445680755629,-0.025226204288753187,-0.001029243843586991,0.001979607286342333,0.032471108857961936,-0.14175064995567702,0.5659764514819327,asset×hour,270,-0.0033663596949020202,-0.0006645189497490962,0.013481740224074978,-0.0008797102155875182,0.007166844850337445,-8.146824628552297,EXPLORATORY
R1_SIGNED_TRADE_RESPONSE,15m,1474,206,-0.0016585853226119354,-0.0026106206492532568,-0.0006854192687013136,0.0013125330073779987,horizon-specific cluster bootstrap and cluster-level t test; cooldown=15m,1474,206,-0.0016585853226119354,0.0004838460023660618,0.0023774923466074937,0.0026294829630801506,-0.03299002469335485,-0.0005770013259276952,0.005422567406701467,0.034424548148912264,0.11336455498204594,0.6004070556309362,asset×day,75,-0.0017443884519051558,0.00039864958462752824,0.21239032228160265,-0.0008797102155875182,-0.004767438421826369,5.419328248498757,EXPLORATORY
R1_SIGNED_TRADE_RESPONSE,60m,932,94,-0.00044083935206610977,-0.0019093059499005751,0.0011315499458086097,0.5785625384658987,horizon-specific cluster bootstrap and cluster-level t test; cooldown=60m,932,94,-0.00044083935206610977,-0.0007356692555517408,-0.000980469263687618,-0.0008587340581782565,-0.028670055283023334,-0.004588324344549033,0.002167494149492022,0.023738901305537522,0.6050296652853552,0.4570815450643777,asset×day,72,-0.0022513301143864393,0.0012327489702748128,0.507840005113117,-0.0008797102155875182,0.0010921648951216698,-1.2415053000063923,EXPLORATORY
